Policy_Number,Premium_Written,Premium_Earned,Premium_Unearned,State_of_Coverage_x,Line_of_Business,Effective_Date,Expiration_Date,Commission_Rate,New_or_Renewal,Agent_Name,State_Tax_Rate,Commission_Basis,Reinsurance_premium_rate,State_of_Coverage_y
CA10000282804,3256,996.37,2259.63,NC,COMMERCIAL AUTOMOBILE,6/11/19,6/11/20,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Mo.
CA10000282804,3256,996.37,2259.63,NC,COMMERCIAL AUTOMOBILE,6/11/19,6/11/20,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,N.Y.
CA10000282804,3256,996.37,2259.63,NC,COMMERCIAL AUTOMOBILE,6/11/19,6/11/20,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Wyo.
CA10000289503,0,2584.08,0,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Ala.
CA10000289503,0,2584.08,0,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Ga.
CA10000289503,0,2584.08,0,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Hawaii (c)
CA10000289503,0,2584.08,0,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,La.
CA10000289503,0,2584.08,0,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Mo.
CA10000289503,0,2584.08,0,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,N.Y.
CA10000289503,0,2584.08,0,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Wyo.
CA10000289503,0,10268.87,-10268.87,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Ala.
CA10000289503,0,10268.87,-10268.87,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Ga.
CA10000289503,0,10268.87,-10268.87,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Hawaii (c)
CA10000289503,0,10268.87,-10268.87,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,La.
CA10000289503,0,10268.87,-10268.87,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Mo.
CA10000289503,0,10268.87,-10268.87,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,N.Y.
CA10000289503,0,10268.87,-10268.87,AL,COMMERCIAL AUTOMOBILE,7/24/18,7/24/19,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Wyo.
CA10000289504,5315,1002.01,4312.99,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Ala.
CA10000289504,5315,1002.01,4312.99,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Ga.
CA10000289504,5315,1002.01,4312.99,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Hawaii (c)
CA10000289504,5315,1002.01,4312.99,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,La.
CA10000289504,5315,1002.01,4312.99,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Mo.
CA10000289504,5315,1002.01,4312.99,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,N.Y.
CA10000289504,5315,1002.01,4312.99,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Wyo.
CA10000289504,21060,3970.33,17089.67,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Ala.
CA10000289504,21060,3970.33,17089.67,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Ga.
CA10000289504,21060,3970.33,17089.67,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Hawaii (c)
CA10000289504,21060,3970.33,17089.67,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,La.
CA10000289504,21060,3970.33,17089.67,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Mo.
CA10000289504,21060,3970.33,17089.67,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,N.Y.
CA10000289504,21060,3970.33,17089.67,AL,COMMERCIAL AUTOMOBILE,7/24/19,7/24/20,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0,Wyo.
CA10000296703,-162,7393.48,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000296703,-162,7393.48,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000296703,-162,7393.48,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000296703,-162,7393.48,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000296703,-162,7393.48,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000296703,-162,7393.48,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000296703,-162,7393.48,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000296703,-15,2718.65,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000296703,-15,2718.65,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000296703,-15,2718.65,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000296703,-15,2718.65,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000296703,-15,2718.65,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000296703,-15,2718.65,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000296703,-15,2718.65,0,NC,COMMERCIAL AUTOMOBILE,6/20/18,6/20/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000296704,5840,1581.15,4258.85,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000296704,5840,1581.15,4258.85,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000296704,5840,1581.15,4258.85,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000296704,5840,1581.15,4258.85,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000296704,5840,1581.15,4258.85,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000296704,5840,1581.15,4258.85,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000296704,5840,1581.15,4258.85,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000296704,16000,4384.88,11615.12,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000296704,16000,4384.88,11615.12,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000296704,16000,4384.88,11615.12,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000296704,16000,4384.88,11615.12,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000296704,16000,4384.88,11615.12,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000296704,16000,4384.88,11615.12,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000296704,16000,4384.88,11615.12,NC,COMMERCIAL AUTOMOBILE,6/20/19,6/20/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000300604,2084,518.15,1565.85,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ala.
CA10000300604,2084,518.15,1565.85,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ga.
CA10000300604,2084,518.15,1565.85,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Hawaii (c)
CA10000300604,2084,518.15,1565.85,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,La.
CA10000300604,2084,518.15,1565.85,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Mo.
CA10000300604,2084,518.15,1565.85,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,N.Y.
CA10000300604,2084,518.15,1565.85,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Wyo.
CA10000300604,137002,34063.34,102938.66,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ala.
CA10000300604,137002,34063.34,102938.66,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ga.
CA10000300604,137002,34063.34,102938.66,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Hawaii (c)
CA10000300604,137002,34063.34,102938.66,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,La.
CA10000300604,137002,34063.34,102938.66,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Mo.
CA10000300604,137002,34063.34,102938.66,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,N.Y.
CA10000300604,137002,34063.34,102938.66,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Wyo.
CA10000300604,30855,7671.6,23183.4,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ala.
CA10000300604,30855,7671.6,23183.4,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ga.
CA10000300604,30855,7671.6,23183.4,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Hawaii (c)
CA10000300604,30855,7671.6,23183.4,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,La.
CA10000300604,30855,7671.6,23183.4,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Mo.
CA10000300604,30855,7671.6,23183.4,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,N.Y.
CA10000300604,30855,7671.6,23183.4,AL,COMMERCIAL AUTOMOBILE,7/2/19,7/2/20,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Wyo.
CA10000303404,239,55.51,183.49,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Ala.
CA10000303404,239,55.51,183.49,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Ga.
CA10000303404,239,55.51,183.49,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Hawaii (c)
CA10000303404,239,55.51,183.49,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,La.
CA10000303404,239,55.51,183.49,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Mo.
CA10000303404,239,55.51,183.49,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,N.Y.
CA10000303404,239,55.51,183.49,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Wyo.
CA10000303404,938,217.84,720.16,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Ala.
CA10000303404,938,217.84,720.16,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Ga.
CA10000303404,938,217.84,720.16,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Hawaii (c)
CA10000303404,938,217.84,720.16,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,La.
CA10000303404,938,217.84,720.16,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Mo.
CA10000303404,938,217.84,720.16,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,N.Y.
CA10000303404,938,217.84,720.16,IN,COMMERCIAL AUTOMOBILE,7/8/19,7/8/20,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0,Wyo.
CA10000304902,0,1555.73,0,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Ala.
CA10000304902,0,1555.73,0,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Ga.
CA10000304902,0,1555.73,0,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Hawaii (c)
CA10000304902,0,1555.73,0,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,La.
CA10000304902,0,1555.73,0,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Mo.
CA10000304902,0,1555.73,0,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,N.Y.
CA10000304902,0,1555.73,0,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Wyo.
CA10000304902,0,3131.18,-3131.18,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Ala.
CA10000304902,0,3131.18,-3131.18,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Ga.
CA10000304902,0,3131.18,-3131.18,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Hawaii (c)
CA10000304902,0,3131.18,-3131.18,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,La.
CA10000304902,0,3131.18,-3131.18,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Mo.
CA10000304902,0,3131.18,-3131.18,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,N.Y.
CA10000304902,0,3131.18,-3131.18,AL,COMMERCIAL AUTOMOBILE,6/10/18,6/10/19,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8,Wyo.
CA10000304903,7334,2264.32,5069.68,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Ala.
CA10000304903,7334,2264.32,5069.68,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Ga.
CA10000304903,7334,2264.32,5069.68,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Hawaii (c)
CA10000304903,7334,2264.32,5069.68,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,La.
CA10000304903,7334,2264.32,5069.68,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Mo.
CA10000304903,7334,2264.32,5069.68,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,N.Y.
CA10000304903,7334,2264.32,5069.68,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Wyo.
CA10000304903,3846,1187.43,2658.57,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Ala.
CA10000304903,3846,1187.43,2658.57,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Ga.
CA10000304903,3846,1187.43,2658.57,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Hawaii (c)
CA10000304903,3846,1187.43,2658.57,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,La.
CA10000304903,3846,1187.43,2658.57,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Mo.
CA10000304903,3846,1187.43,2658.57,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,N.Y.
CA10000304903,3846,1187.43,2658.57,AL,COMMERCIAL AUTOMOBILE,6/10/19,6/10/20,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6,Wyo.
CA10000335303,-542,607.51,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Ala.
CA10000335303,-542,607.51,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Ga.
CA10000335303,-542,607.51,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Hawaii (c)
CA10000335303,-542,607.51,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,La.
CA10000335303,-542,607.51,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Mo.
CA10000335303,-542,607.51,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,N.Y.
CA10000335303,-542,607.51,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Wyo.
CA10000335303,-4896,5300.18,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Ala.
CA10000335303,-4896,5300.18,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Ga.
CA10000335303,-4896,5300.18,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Hawaii (c)
CA10000335303,-4896,5300.18,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,La.
CA10000335303,-4896,5300.18,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Mo.
CA10000335303,-4896,5300.18,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,N.Y.
CA10000335303,-4896,5300.18,0,NC,COMMERCIAL AUTOMOBILE,6/30/18,6/30/19,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Wyo.
CA10000335304,1083,275.19,807.81,NC,COMMERCIAL AUTOMOBILE,6/30/19,6/30/20,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0,Ala.
