Policy_Number,Premium_Written,Premium_Earned,Premium_Unearned,State_of_Coverage,Line_of_Business,Effective_Date,Expiration_Date,Commission_Rate,New_or_Renewal,Agent_Name,State_Tax_Rate,Commission_Basis,Reinsurance_premium_rate
CA10000267703,1041,11676.27,-10635.27,TN,COMMERCIAL AUTOMOBILE,6/7/2018,6/7/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000267703,651,5070.35,-4419.35,TN,COMMERCIAL AUTOMOBILE,6/7/2018,6/7/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000268203,0,219.7,0.0,PA,COMMERCIAL AUTOMOBILE,6/15/2018,6/15/2019,0.0015,R,GCM INSURANCE AGENCY LLC/WEST POINT,0.039,WRITTEN,0.0
CA10000268204,486,143.41,342.59,PA,COMMERCIAL AUTOMOBILE,6/15/2019,6/15/2020,0.0015,R,GCM INSURANCE AGENCY LLC/WEST POINT,0.039,WRITTEN,0.0
CA10000269603,0,210.38,0.0,AL,COMMERCIAL AUTOMOBILE,6/8/2018,6/8/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000269604,486,152.7,333.3,AL,COMMERCIAL AUTOMOBILE,6/8/2019,6/8/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000270204,451,96.11,354.89,OH,COMMERCIAL AUTOMOBILE,7/15/2019,7/15/2020,0.0015,N,WRC INC/CLARK INS AGY/GREENWOOD/AG,0.025,WRITTEN,0.0
CA10000270204,1094,233.15,860.85,OH,COMMERCIAL AUTOMOBILE,7/15/2019,7/15/2020,0.0015,N,WRC INC/CLARK INS AGY/GREENWOOD/AG,0.025,WRITTEN,0.0
CA10000270805,5670,1781.56,3888.44,SC,COMMERCIAL AUTOMOBILE,6/8/2019,6/8/2020,0.0015,N,BROWN & BROWN OF FL INC/FT MYERS,0.025,WRITTEN,0.0
CA10000270805,48618,15276.15,33341.85,SC,COMMERCIAL AUTOMOBILE,6/8/2019,6/8/2020,0.0015,N,BROWN & BROWN OF FL INC/FT MYERS,0.025,WRITTEN,0.0
CA10000270805,262604,82512.19,180091.81,SC,COMMERCIAL AUTOMOBILE,6/8/2019,6/8/2020,0.0015,N,BROWN & BROWN OF FL INC/FT MYERS,0.025,WRITTEN,0.0
CA10000274203,5,2155.87,-2150.87,PA,COMMERCIAL AUTOMOBILE,6/14/2018,6/14/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/HATTIESBG1,0.039,WRITTEN,0.8
CA10000274203,9,7977.6,-7968.6,PA,COMMERCIAL AUTOMOBILE,6/14/2018,6/14/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/HATTIESBG1,0.039,WRITTEN,0.8
CA10000274204,4423,1322.45,3100.55,PA,COMMERCIAL AUTOMOBILE,6/14/2019,6/14/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/HATTIESBG1,0.039,WRITTEN,0.6
CA10000274204,21209,6352.95,14856.05,PA,COMMERCIAL AUTOMOBILE,6/14/2019,6/14/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/HATTIESBG1,0.039,WRITTEN,0.6
CA10000274303,15,1385.08,-1370.08,TN,COMMERCIAL AUTOMOBILE,7/10/2018,7/10/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000274303,3,249.74,-246.74,TN,COMMERCIAL AUTOMOBILE,7/10/2018,7/10/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000274303,-547,20361.33,0.0,TN,COMMERCIAL AUTOMOBILE,7/10/2018,7/10/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000274304,3511,796.21,2714.79,TN,COMMERCIAL AUTOMOBILE,7/10/2019,7/10/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000274304,38143,8649.92,29493.08,TN,COMMERCIAL AUTOMOBILE,7/10/2019,7/10/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000274304,607,137.65,469.35,TN,COMMERCIAL AUTOMOBILE,7/10/2019,7/10/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000275403,0,256.98,0.0,MS,COMMERCIAL AUTOMOBILE,7/13/2018,7/13/2019,0.0015,R,GCM INSURANCE AGENCY LLC/WEST POINT,0.028999999999999998,WRITTEN,0.0
CA10000275404,486,106.23,379.77,MS,COMMERCIAL AUTOMOBILE,7/13/2019,7/13/2020,0.0015,R,GCM INSURANCE AGENCY LLC/WEST POINT,0.028999999999999998,WRITTEN,0.0
CA10000276103,0,86.28,0.0,TN,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,FOUNDATION RISK PARTNERS CORP/AG,0.04,WRITTEN,0.0
CA10000276103,0,2683.76,0.0,TN,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,FOUNDATION RISK PARTNERS CORP/AG,0.04,WRITTEN,0.0
CA10000276103,0,782.52,-782.52,TN,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,FOUNDATION RISK PARTNERS CORP/AG,0.04,WRITTEN,0.0
CA10000276104,201,50.52,150.48,TN,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,FOUNDATION RISK PARTNERS CORP/AG,0.04,WRITTEN,0.0
CA10000276104,5930,1490.6,4439.4,TN,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,FOUNDATION RISK PARTNERS CORP/AG,0.04,WRITTEN,0.0
CA10000276104,1733,435.62,1297.38,TN,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,FOUNDATION RISK PARTNERS CORP/AG,0.04,WRITTEN,0.0
CA10000282203,0,206.38,0.0,FL,COMMERCIAL AUTOMOBILE,6/5/2018,6/5/2019,0.0015,N,COLLINS INSURANCE AGENCY INC/SUR,0.006,WRITTEN,0.8
CA10000282803,0,1382.39,0.0,NC,COMMERCIAL AUTOMOBILE,6/11/2018,6/11/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.6
CA10000282803,0,73.66,0.0,NC,COMMERCIAL AUTOMOBILE,6/11/2018,6/11/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.6
CA10000282804,181,55.39,125.61,NC,COMMERCIAL AUTOMOBILE,6/11/2019,6/11/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000282804,3256,996.37,2259.63,NC,COMMERCIAL AUTOMOBILE,6/11/2019,6/11/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000283503,0,5053.68,-5053.68,PA,COMMERCIAL AUTOMOBILE,6/16/2018,6/16/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/CLINTON,0.039,WRITTEN,0.0
CA10000283503,0,2257.15,-2257.15,PA,COMMERCIAL AUTOMOBILE,6/16/2018,6/16/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/CLINTON,0.039,WRITTEN,0.0
CA10000283504,10154,2968.52,7185.48,PA,COMMERCIAL AUTOMOBILE,6/16/2019,6/16/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/CLINTON,0.039,WRITTEN,0.0
CA10000283504,4065,1188.4,2876.6,PA,COMMERCIAL AUTOMOBILE,6/16/2019,6/16/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/CLINTON,0.039,WRITTEN,0.0
CA10000285303,0,218.37,0.0,GA,COMMERCIAL AUTOMOBILE,6/14/2018,6/14/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/JACKSON,0.036000000000000004,WRITTEN,0.0
CA10000285304,486,144.74,341.26,GA,COMMERCIAL AUTOMOBILE,6/14/2019,6/14/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/JACKSON,0.036000000000000004,WRITTEN,0.0
CA10000286503,41,1881.94,-1840.94,MS,COMMERCIAL AUTOMOBILE,6/15/2018,6/15/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.028999999999999998,WRITTEN,0.0
CA10000286503,-68,4759.04,0.0,MS,COMMERCIAL AUTOMOBILE,6/15/2018,6/15/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.028999999999999998,WRITTEN,0.0
CA10000286504,4691,1384.23,3306.77,MS,COMMERCIAL AUTOMOBILE,6/15/2019,6/15/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.028999999999999998,WRITTEN,0.0
CA10000286504,11767,3472.23,8294.77,MS,COMMERCIAL AUTOMOBILE,6/15/2019,6/15/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.028999999999999998,WRITTEN,0.0
CA10000287403,0,1020.48,-1020.48,MS,COMMERCIAL AUTOMOBILE,6/19/2018,6/19/2019,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.028999999999999998,WRITTEN,0.8
CA10000287403,0,2457.21,0.0,MS,COMMERCIAL AUTOMOBILE,6/19/2018,6/19/2019,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.028999999999999998,WRITTEN,0.8
CA10000287404,2234,634.8,1599.2,MS,COMMERCIAL AUTOMOBILE,6/19/2019,6/19/2020,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.028999999999999998,WRITTEN,0.6
CA10000287404,5432,1543.52,3888.48,MS,COMMERCIAL AUTOMOBILE,6/19/2019,6/19/2020,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.028999999999999998,WRITTEN,0.6
CA10000288503,-38,705.34,0.0,FL,COMMERCIAL AUTOMOBILE,1/28/2018,1/28/2019,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.006,WRITTEN,0.0
CA10000288503,12,1882.28,-1870.28,FL,COMMERCIAL AUTOMOBILE,1/28/2018,1/28/2019,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.006,WRITTEN,0.0
CA10000288504,24725,16845.66,7879.34,FL,COMMERCIAL AUTOMOBILE,1/28/2019,1/28/2020,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.006,WRITTEN,0.0
CA10000288504,8947,6079.49,2867.51,FL,COMMERCIAL AUTOMOBILE,1/28/2019,1/28/2020,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.006,WRITTEN,0.0
CA10000289503,0,2584.08,0.0,AL,COMMERCIAL AUTOMOBILE,7/24/2018,7/24/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000289503,0,10268.87,-10268.87,AL,COMMERCIAL AUTOMOBILE,7/24/2018,7/24/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000289504,5315,1002.01,4312.99,AL,COMMERCIAL AUTOMOBILE,7/24/2019,7/24/2020,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000289504,21060,3970.33,17089.67,AL,COMMERCIAL AUTOMOBILE,7/24/2019,7/24/2020,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000291203,437,4497.62,-4060.62,GA,COMMERCIAL AUTOMOBILE,6/17/2018,6/17/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000291203,197,1388.42,-1191.42,GA,COMMERCIAL AUTOMOBILE,6/17/2018,6/17/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000291204,3193,924.75,2268.25,GA,COMMERCIAL AUTOMOBILE,6/17/2019,6/17/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000291204,10183,2949.17,7233.83,GA,COMMERCIAL AUTOMOBILE,6/17/2019,6/17/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000291303,0,69.67,0.0,IL,COMMERCIAL AUTOMOBILE,6/6/2018,6/6/2019,0.0015,R,BILLS INSURANCE AGENCY INC,0.026000000000000002,WRITTEN,0.0
CA10000291303,0,265.84,0.0,IL,COMMERCIAL AUTOMOBILE,6/6/2018,6/6/2019,0.0015,R,BILLS INSURANCE AGENCY INC,0.026000000000000002,WRITTEN,0.0
CA10000291304,171,54.66,116.34,IL,COMMERCIAL AUTOMOBILE,6/6/2019,6/6/2020,0.0015,R,BILLS INSURANCE AGENCY INC,0.026000000000000002,WRITTEN,0.8
CA10000291304,630,201.39,428.61,IL,COMMERCIAL AUTOMOBILE,6/6/2019,6/6/2020,0.0015,R,BILLS INSURANCE AGENCY INC,0.026000000000000002,WRITTEN,0.8
CA10000295203,19,1625.92,-1606.92,PA,COMMERCIAL AUTOMOBILE,6/19/2018,6/19/2019,0.0015,R,GCM INSURANCE AGENCY LLC/WEST POINT,0.039,WRITTEN,0.6
CA10000295203,-49,9793.75,0.0,PA,COMMERCIAL AUTOMOBILE,6/19/2018,6/19/2019,0.0015,R,GCM INSURANCE AGENCY LLC/WEST POINT,0.039,WRITTEN,0.6
CA10000295204,3976,1129.79,2846.21,PA,COMMERCIAL AUTOMOBILE,6/19/2019,6/19/2020,0.0015,R,GCM INSURANCE AGENCY LLC/WEST POINT,0.039,WRITTEN,0.0
CA10000295204,19755,5621.89,14133.11,PA,COMMERCIAL AUTOMOBILE,6/19/2019,6/19/2020,0.0015,R,GCM INSURANCE AGENCY LLC/WEST POINT,0.039,WRITTEN,0.0
CA10000296303,0,278.24,0.0,KY,COMMERCIAL AUTOMOBILE,7/2/2018,7/2/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.013999999999999999,WRITTEN,0.0
CA10000296303,0,1100.48,0.0,KY,COMMERCIAL AUTOMOBILE,7/2/2018,7/2/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.013999999999999999,WRITTEN,0.0
CA10000296304,583,144.95,438.05,KY,COMMERCIAL AUTOMOBILE,7/2/2019,7/2/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.013999999999999999,WRITTEN,0.0
CA10000296304,2426,603.19,1822.81,KY,COMMERCIAL AUTOMOBILE,7/2/2019,7/2/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.013999999999999999,WRITTEN,0.0
CA10000296403,0,314.42,0.0,FL,COMMERCIAL AUTOMOBILE,7/6/2018,7/6/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.006,WRITTEN,0.0
CA10000296403,0,437.23,0.0,FL,COMMERCIAL AUTOMOBILE,7/6/2018,7/6/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.006,WRITTEN,0.0
CA10000296404,597,141.91,455.09,FL,COMMERCIAL AUTOMOBILE,7/6/2019,7/6/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.006,WRITTEN,0.0
CA10000296404,975,231.76,743.24,FL,COMMERCIAL AUTOMOBILE,7/6/2019,7/6/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.006,WRITTEN,0.0
CA10000296703,-162,7393.48,0.0,NC,COMMERCIAL AUTOMOBILE,6/20/2018,6/20/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0.0
CA10000296703,-15,2718.65,0.0,NC,COMMERCIAL AUTOMOBILE,6/20/2018,6/20/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0.0
CA10000296704,5840,1581.15,4258.85,NC,COMMERCIAL AUTOMOBILE,6/20/2019,6/20/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0.0
CA10000296704,16000,4384.88,11615.12,NC,COMMERCIAL AUTOMOBILE,6/20/2019,6/20/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0.0
CA10000299404,1272,208.62,1063.38,FL,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,N,FOUNDATION RISK PARTNERS CORP/AG,0.006,WRITTEN,0.0
CA10000299404,64,10.67,53.33,FL,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,N,FOUNDATION RISK PARTNERS CORP/AG,0.006,WRITTEN,0.0
CA10000299404,3252,542.0,2710.0,FL,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,N,FOUNDATION RISK PARTNERS CORP/AG,0.006,WRITTEN,0.0
CA10000299503,979,19066.78,-18087.78,PA,COMMERCIAL AUTOMOBILE,6/30/2018,6/30/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.8
CA10000299503,497,5794.42,-5297.42,PA,COMMERCIAL AUTOMOBILE,6/30/2018,6/30/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.8
CA10000299504,12474,3169.62,9304.38,PA,COMMERCIAL AUTOMOBILE,6/30/2019,6/30/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.6
CA10000299504,37202,9438.43,27763.57,PA,COMMERCIAL AUTOMOBILE,6/30/2019,6/30/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.6
CA10000300604,2084,518.15,1565.85,AL,COMMERCIAL AUTOMOBILE,7/2/2019,7/2/2020,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000300604,137002,34063.34,102938.66,AL,COMMERCIAL AUTOMOBILE,7/2/2019,7/2/2020,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000300604,30855,7671.6,23183.4,AL,COMMERCIAL AUTOMOBILE,7/2/2019,7/2/2020,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000303403,0,133.92,-133.92,FL,COMMERCIAL AUTOMOBILE,7/8/2018,7/8/2019,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.006,WRITTEN,0.0
CA10000303403,0,452.75,0.0,FL,COMMERCIAL AUTOMOBILE,7/8/2018,7/8/2019,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.006,WRITTEN,0.0
CA10000303404,239,55.51,183.49,IN,COMMERCIAL AUTOMOBILE,7/8/2019,7/8/2020,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0.0
CA10000303404,938,217.84,720.16,IN,COMMERCIAL AUTOMOBILE,7/8/2019,7/8/2020,0.0015,N,SOUTHGROUP INS & FIN SVS/GREENVILLE,0.04,WRITTEN,0.0
CA10000303503,0,2348.19,0.0,SC,COMMERCIAL AUTOMOBILE,7/6/2018,7/6/2019,0.0015,R,RENASANT INSURANCE INC,0.025,WRITTEN,0.0
CA10000303504,4748,1128.62,3619.38,SC,COMMERCIAL AUTOMOBILE,7/6/2019,7/6/2020,0.0015,R,RENASANT INSURANCE INC,0.025,WRITTEN,0.0
CA10000304703,0,238.62,0.0,KY,COMMERCIAL AUTOMOBILE,7/11/2018,7/11/2019,0.0015,N,CHRISTOPHER R HERRING/A R BURT INS,0.013999999999999999,WRITTEN,0.0
CA10000304902,0,1555.73,0.0,AL,COMMERCIAL AUTOMOBILE,6/10/2018,6/10/2019,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8
CA10000304902,0,3131.18,-3131.18,AL,COMMERCIAL AUTOMOBILE,6/10/2018,6/10/2019,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.8
CA10000304903,7334,2264.32,5069.68,AL,COMMERCIAL AUTOMOBILE,6/10/2019,6/10/2020,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6
CA10000304903,3846,1187.43,2658.57,AL,COMMERCIAL AUTOMOBILE,6/10/2019,6/10/2020,0.0015,R,SOUTHGROUP INS & FIN/GREENVILLE/AG,0.04,WRITTEN,0.6
CA10000305003,0,9714.74,-9714.74,FL,COMMERCIAL AUTOMOBILE,7/15/2018,7/15/2019,0.0015,R,CORNERSTONE INS & FINANCIAL INC,0.006,WRITTEN,0.0
CA10000305003,0,410.3,0.0,FL,COMMERCIAL AUTOMOBILE,7/15/2018,7/15/2019,0.0015,R,CORNERSTONE INS & FINANCIAL INC,0.006,WRITTEN,0.0
CA10000305004,799,170.28,628.72,FL,COMMERCIAL AUTOMOBILE,7/15/2019,7/15/2020,0.0015,R,CORNERSTONE INS & FINANCIAL INC,0.006,WRITTEN,0.0
CA10000305004,15542,3312.23,12229.77,FL,COMMERCIAL AUTOMOBILE,7/15/2019,7/15/2020,0.0015,R,CORNERSTONE INS & FINANCIAL INC,0.006,WRITTEN,0.0
CA10000305903,155,8151.35,-7996.35,KY,COMMERCIAL AUTOMOBILE,6/22/2018,6/22/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.013999999999999999,WRITTEN,0.0
CA10000305903,192,3037.66,-2845.66,KY,COMMERCIAL AUTOMOBILE,6/22/2018,6/22/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.013999999999999999,WRITTEN,0.0
CA10000305904,17775,4905.12,12869.88,KY,COMMERCIAL AUTOMOBILE,6/22/2019,6/22/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.013999999999999999,WRITTEN,0.0
CA10000305904,8380,2312.51,6067.49,KY,COMMERCIAL AUTOMOBILE,6/22/2019,6/22/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.013999999999999999,WRITTEN,0.0
CA10000307603,0,251.65,0.0,FL,COMMERCIAL AUTOMOBILE,7/9/2018,7/9/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.006,WRITTEN,0.0
CA10000312403,0,379.65,0.0,SC,COMMERCIAL AUTOMOBILE,6/23/2018,6/23/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000312403,0,700.06,0.0,SC,COMMERCIAL AUTOMOBILE,6/23/2018,6/23/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000312404,1595,435.79,1159.21,SC,COMMERCIAL AUTOMOBILE,6/23/2019,6/23/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000312404,896,244.81,651.19,SC,COMMERCIAL AUTOMOBILE,6/23/2019,6/23/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000315203,-464,7341.81,0.0,KY,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/HATTIESBG1,0.013999999999999999,WRITTEN,0.8
CA10000315203,0,2075.8,0.0,KY,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/HATTIESBG1,0.013999999999999999,WRITTEN,0.8
CA10000315204,4285,1077.1,3207.9,KY,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/HATTIESBG1,0.013999999999999999,WRITTEN,0.6
CA10000315204,14813,3723.49,11089.51,KY,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/HATTIESBG1,0.013999999999999999,WRITTEN,0.6
CA10000318403,0,237.2,0.0,PA,COMMERCIAL AUTOMOBILE,6/20/2018,6/20/2019,0.0015,N,SOUTHGROUP INS & FIN SVS/JACKSON,0.039,WRITTEN,0.0
CA10000318403,0,490.26,0.0,PA,COMMERCIAL AUTOMOBILE,6/20/2018,6/20/2019,0.0015,N,SOUTHGROUP INS & FIN SVS/JACKSON,0.039,WRITTEN,0.0
CA10000319703,-74,525.23,0.0,IL,COMMERCIAL AUTOMOBILE,6/30/2018,6/30/2019,0.0015,N,BROWN & BROWN OF FL INC/TAMPA/AG,0.026000000000000002,WRITTEN,0.0
CA10000319703,-5020,30497.6,0.0,IL,COMMERCIAL AUTOMOBILE,6/30/2018,6/30/2019,0.0015,N,BROWN & BROWN OF FL INC/TAMPA/AG,0.026000000000000002,WRITTEN,0.0
CA10000319703,0,823.56,0.0,IL,COMMERCIAL AUTOMOBILE,6/30/2018,6/30/2019,0.0015,N,BROWN & BROWN OF FL INC/TAMPA/AG,0.026000000000000002,WRITTEN,0.0
CA10000329003,0,68.54,0.0,GA,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.036000000000000004,WRITTEN,0.0
CA10000329003,0,1423.59,-1423.59,GA,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.036000000000000004,WRITTEN,0.0
CA10000329003,0,6033.0,0.0,GA,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.036000000000000004,WRITTEN,0.0
CA10000331403,0,250.32,0.0,SC,COMMERCIAL AUTOMOBILE,7/8/2018,7/8/2019,0.0015,R,BXS INSURANCE INC,0.025,WRITTEN,0.0
CA10000331404,486,112.87,373.13,SC,COMMERCIAL AUTOMOBILE,7/8/2019,7/8/2020,0.0015,R,BXS INSURANCE INC,0.025,WRITTEN,0.0
CA10000335303,-542,607.51,0.0,NC,COMMERCIAL AUTOMOBILE,6/30/2018,6/30/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000335303,-4896,5300.18,0.0,NC,COMMERCIAL AUTOMOBILE,6/30/2018,6/30/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000335304,1083,275.19,807.81,NC,COMMERCIAL AUTOMOBILE,6/30/2019,6/30/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000335304,3430,871.56,2558.44,NC,COMMERCIAL AUTOMOBILE,6/30/2019,6/30/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000336203,-195,3460.7,0.0,SC,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.025,WRITTEN,0.8
CA10000336203,20,739.54,-719.54,SC,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.025,WRITTEN,0.8
CA10000336204,1849,464.78,1384.22,SC,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.025,WRITTEN,0.6
CA10000336204,7608,1912.39,5695.61,SC,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.025,WRITTEN,0.6
CA10000337203,0,1360.28,0.0,KY,COMMERCIAL AUTOMOBILE,7/9/2018,7/9/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.013999999999999999,WRITTEN,0.0
